;Con;Contp;PP;Reg;AgtId;Agt;Dat;Status;Lgt;N_characters;Agtp;Stage;StageSub;ThrdPart;OthAgr;Loc1ISO;Loc2ISO;UcdpCon;UcdpAgr;CowWar;GeWom;GeMe;GeMeOth;GeSo;GeLgbti;GeFa;HrGen;EqGen;HrDem;Prot;HrFra;HrCp;HrNi;HrMob;HrMob;HrDet;Med;HrCit
37;Angola;Government;4.0;Africa (excl MENA);1319;The Protocol of Estoril (Bicesse Accords);1991-05-31;Multiparty signed/agreed;9;27131;Intra;SubPar;FrparOth;[Note: Signatories not listed, however the Portuguese Government is mentioned as mediator and it is stated the agreement was done in the presence of observers from the United States of America and the Union of Soviet Socialist Republics];"Page 1-2, I. ELECTIONS
9. The parties have accepted the tripartite proposal by the delegations of Portugal in its capacity of mediator, and the United States and the Soviet Union as observers, to the effect that 1 September to 30 November 1992 will be the period within which free and lair elections should be held in Angola, the cease-fire being signed in May 1991. The parties have reached an understanding that the following tripartite declaration is to be taken into consideration in the discussion of the precise date for the holding of elections:
""Taking into consideration the logistical difficulties in organizing the elections process, specifically the desirability that the elections be held during the dry season, and the need to reduce the high costs that the international community will have to bear in monitoring the cease-fire, the delegations of Portugal, the United States and the Soviet Union heartily recommend that the elections be held during the first part of the suggested period, preferably between 1 September and 1 October 1992.""";AGO;;327;;880.0;0;0;0;0;0;0;0;0;2;0;0;1;0;1;1;0;2;2
38;Angola;Government;4.0;Africa (excl MENA);1317;Fundamental principles for the establishment of Peace in Angola (Bicesse Accords);1991-05-31;Multiparty signed/agreed;2;3437;Intra;Cea;Rel;;;AGO;;327;;880.0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0
39;Angola;Government;6.0;Africa (excl MENA);668;Pact on Security, Stability, and Development in the Great Lakes Region;2006-12-15;Multiparty signed/agreed;25;31012;InterIntra;Imp;ImpMod;;"Page 4, Preamble
... Determined to adopt and implement collectively the appropriate Programmes of Action, the Protocols and mechanisms to translate into reality the priority political options and the guiding principles of the Dar-es-Salaam Declaration;";;;283;;905.0;1;0;0;0;0;0;1;3;1;2;2;1;0;0;0;0;3;0
40;Angola;Government;6.0;Africa (excl MENA);349;Dar-Es-Salaam Declaration on Peace, Security, Democracy and Development in the Great Lakes Region;2004-11-20;Multiparty signed/agreed;13;25745;InterIntra;SubPar;MultIss;"Witnesses: H.E. THABO MBEKI, President of the Republic of South Africa; H.E. OMAR BONGO ONDIMBA, President of the Republic of Gabonese Republic; H.E BINGU WA MUTHARIKA, President of the Republic of Malawi; H.E. JOAQUIM CHISSANO, President of the Republic of Mozambique; H.E. SAM NUJOMA, President of the Republic of Namibia; H.E. OLUSEGUN OBASANJO, President of the Republic of Nigeria and current Chairperson of Africa Union; H.E. ROBERT G. MUGABE, President of the Republic of Zimbabwe; H.E. KOFI ANNAN, Secretary-General of the United Nations; H.E. ALPHA OUMAR KONARE, Chairperson of the African Union Commission";;;;283;;905.0;1;0;0;0;0;0;1;1;1;2;3;1;0;0;0;0;2;0
41;Angola;Government;6.0;Africa (excl MENA);789;"Peace, Security and Cooperation Framework for the Democratic Republic of the Congo and the region
";2013-02-24;Multiparty signed/agreed;8;7236;InterIntra;Imp;ImpMod;;;;;283;;905.0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
42;Angola;Government/territory;178.0;Africa (excl MENA);1336;Memorandum of Peace and Understanding in Cabinda Province;2006-08-01;Multiparty signed/agreed;75;194252;Intra;SubComp;FrAg;"Witnessed by representatives of the Episcopal Conference of Angola and Sao Tome,
representatives of the Council of Christian Churches of Angola and representatives of the Inter-Ecclesiastical Council for Peace in Angol.";;AGO;;387;1353.0;907.0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;1;0;2;0
43;Angola;Government;6.0;Africa (excl MENA);1062;Protocol of Non-aggression and Mutual Defence in the Great Lakes Region;2006-11-30;Multiparty signed/agreed;11;21505;InterIntra;SubPar;Iss;;"Page 2, Preamble, Reaffirming our commitment, subscribed to in the Declaration on Peace, Security, Democracy and Development in the Great Lakes Region, adopted in Dar-es-Salaam (United Republic of Tanzania) on 20 November 2004 to make this region ”... a space of sustainable peace and security for States and peoples, political and social stability, shared growth and development”;

Recalling the African Union’s Solemn Declaration on the Common African Defence and Security Policy 2004, which encourages ‘the conclusion and ratification of non- aggression Pacts between and among African States and the harmonization of such agreements, including the Pact of Non-Aggression of the Economic and Monetary Community of Central Africa (CEMAC);";;;283;;905.0;1;0;0;0;0;0;1;1;1;1;3;1;0;1;1;0;1;0
44;Argentina;Territory;7.0;Cross-regional;423;Joint Declaration on Cooperation over Offshore Activities in the South West Atlantic;1995-09-27;Multiparty signed/agreed;7;19178;Inter;SubComp;FrAg;;"Page 1, 1: The Government of the United Kingdom of Great Britain and Northern Ireland and the Government of the Argentine Republic agreed that the following formula on sovereignty, based on that contained in the Joint Statement issued at Madrid on 19 October 1989, applies to this Joint Declaration and to its results:
[...]";ARG;GBR;346;;202.0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
45;Argentina;Territory;7.0;Cross-regional;431;Joint Statement of Confidence-Building Measures, including an Information and Consultation System and Safety Measures for Air and Maritime Navigation;1990-02-15;Multiparty signed/agreed;11;21745;Inter;SubPar;Iss;;"Page 1, Introduction: 
[...] It followed the previous Joint Statement agreed by the British and Argentine Delegations at Madrid on 19 October 1989, which established the 'sovereignty umbrella' whereby the two Governments agreed to put to one side their respective sovereignty claims over the Falkland Islands, South Georgia and the South Sandwich Islands so that they could hold further talks on matters of mutual interest. [...] ";ARG;GBR;346;;202.0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0
46;Armenia;Government/territory;8.0;Europe and Eurasia;1926;Joint Statement by the Foreign Ministers of Armenia and Azerbaijan and the Co-Chairs of the OSCE Minsk Group;2017-10-16;Multiparty signed/agreed;1;1253;InterIntra;Ren;Repre;Foreign Ministers Edward Nalbandian and Elmar Mammadyarov also attended the meeting, which was organized under the auspices of the Co-Chairs of the OSCE Minsk Group (Igor Popov of the Russian Federation, Stephane Visconti of France, and Andrew Schofer of the United States of America). The Personal Representative of the OSCE Chairperson-in-Office Andrzej Kasprzyk also participated in the summit.;;AZE;ARM;388;;872.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47;Armenia;Government/territory;8.0;Europe and Eurasia;1687;Joint Statement by the Presidents of the Republic of Azerbaijan, The Republic of Armenia and the Russian Federation on the Nagorno-Karabakh settlement;2011-03-05;Multiparty signed/agreed;1;1315;InterIntra;Pre;Conf;The President of the Russian Federation: Dmitri Medvedev;Page 1:...After considering issues relating to the practical implementation of the trilateral statement adopted in Astrakhan on 27 October 2010, the Presidents, in addition to the measures stipulated therein, agreed the following steps towards further strengthening of confidence.;AZE;ARM;388;;872.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48;Armenia;Government/territory;8.0;Europe and Eurasia;1686;Joint Statement by the Heads of Delegation of the OSCE Minsk Group Co-Chair Countries and the Presidents of Azerbaijan and Armenia;2010-12-01;Multiparty signed/agreed;1;2049;InterIntra;Ren;Repre;The Heads of Delegation of the OSCE Minsk Group Co-Chair countries (the President of the Russian Federation Dmitri Medvedev, the Prime Minister of France Francois Fillon, and the Secretary of State of the United States Hillary Rodham Clinton).;"Page 1: ...On the occasion of the OSCE Summit in Astana, Kazakhstan, the Heads of Delegation of the OSCE Minsk Group Co-Chair countries (the President of the Russian Federation Dmitri Medvedev, the Prime Minister of France Francois Fillon, and the Secretary of State of the United States Hillary Rodham Clinton), the President of Azerbaijan Ilham Aliyev, and the President of Armenia Serge Sargsian agreed that the time has come for more decisive efforts to resolve the Nagorno-Karabakh conflict. In this context, they recalled the joint statements of the Presidents of Azerbaijan and Armenia, with the President of the Russian Federation, on November 2, 2008, in Moscow, and on October 27, 2010, in Astrakhan. They further agreed that a peaceful, negotiated settlement will bring stability and security and is the only way to bring real reconciliation to the peoples of the region.

Page 1:...The Presidents of Armenia and Azerbaijan reaffirmed their commitment to seek a final settlement of the Nagorno-Karabakh conflict, based upon: the principles and norms of international law; the United Nations Charter; the Helsinki Final Act; as well as the statements of Presidents Medvedev, Sarkozy, and Obama, at L'Aquila on July 10, 2009, and at Muskoka on June 26, 2010.";AZE;ARM;388;;872.0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
49;Armenia;Government/territory;8.0;Europe and Eurasia;1684;Agreement on strengthening the ceasefire;1995-02-04;Multiparty signed/agreed;2;5177;InterIntra;Cea;Rel;"Vladimir Kazimirov
on behalf of the Co-chairmen of the OSCE Minsk Conference
";;AZE;ARM;388;;872.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
50;Armenia;Government/territory;8.0;Europe and Eurasia;1733;Agreement on Confirmation of Commitment to Ceasefire;1994-07-27;Multiparty signed/agreed;1;1841;Intra;Cea;Rel;"To Minister of defence of Russian Federation, P.S. Grachov

To The Chariman of the OSCE Minsk conference on Nagorno-Karabakh, Y. Eliyason

To The Minister of Foreign Affairs of the Russian Federation, A.V. Kozyrev; V.H. Kazimirov
";"Page 1: By positively evaluating in general the observance of the ceasefire from 12 May 1994 in accordance with the agreement created with Russian mediation in the period from 09 to 11 May of this year, and by responding to the call of the official representatives of the president of the Russian Federation and the Chair of the OSCE Minsk Conference dated 23 June of this year.

Page 1:...The fighting parties confirm the following:
- Their firm resolution to continue to fulfil their obligations under the ceasefire and in particular meaning, through the ceasefire, to preserve the conditions for signing a comprehensive political agreement and placement of international observers in the conflict zone.
- Their aim to intensify efforts to complete the comprehensive political agreement within 30 days of August 1994, in which the military-technical issues will be addressed including the cooperation of international security forces and an OSCE observation mission.

Page 1:...The opposing parties agree in the agreed terms to confirm the responsibilities they have taken upon themselves in relation to the ceasefire and to maintain the ceasefire regime until the signing of a comprehensive political agreement which provides for the total cessation of hostilities.
";AZE;ARM;388;;872.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51;Armenia;Government/territory;8.0;Europe and Eurasia;990;Ceasefire Agreement Signed in Bishkek;1994-05-11;Multiparty signed/agreed;1;1836;Intra;Cea;Ceas;"P. S. Grachev
Minister of Defense of the Russian Federation 
A. V. Kozyrev
Minister of Foreign Affairs of the Russian Federation 
V. N. Kazimirov
";"Page 1:...Responding to the call for a cease-fire, as set out in the Bishkek Protocol of May 5, 1994, and based on the Protocol of 18 February 1994, the conflicting Parties agreed on the following:

Page 1, 3: This agreement will be used to complete the negotiations in the next 10 days and conclude an Agreement on Cessation of the Armed Conflict no later than May 22 of this year. ";AZE;ARM;388;;872.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52;Armenia;Territory;8.0;Europe and Eurasia;310;Bishkek Protocol;1994-05-05;Multiparty signed/agreed;2;2812;Intra;Cea;Rel;"V. Shumeyko
(Chairman of the Council of Federation of Russia)
M. Sherimkulov
(Chairman of the Supreme Soviet of Kyrgyzstan)

V. Kazimirov
(Plenipotentiary Representative of the President of the Russian Federation, Head of the
Russian Mediation Mission)

M. Krotov
(Head of the Secretariat of the Council of the Inter-Parliamentary Assembly of member
states)

";"Page 1:...supporting the April 15, 1994 Statement by the CIS Council of heads of states, express readiness to fully support the efforts by heads and representatives of executive power on cessation of the armed conflict and liquidation of its consequences by reaching an appropriate agreement as soon as possible;

Page 1:...advocate a naturally active role of the Commonwealth and Inter-Parliamentary Assembly in cessation of the conflict, in realization of thereupon principles, goals and the UN and OSCE certain decisions (first of all the UN Security Council resolutions 822, 853, 874, 884);";AZE;ARM;388;;872.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
53;Armenia;Government/territory;8.0;Europe and Eurasia;1732;Agreement on the Implementation of the 18 February 1994 Protocol;1994-04-28;Unilateral document;1;1771;Intra;Cea;Ceas;"To Ministry of Defence of Russian Federation: P Grachov
To Ministry of Foreign Affairs Russian Federation:A Kozyrev and V Kazimirov
";;AZE;ARM;388;;872.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
